"celltype","pathway","program_module","module_label","frozen_direction","collection","gene_set","corrected_direction_EOPE","corrected_direction_LOPE","BH_FDR_frozen20_EOPE","BH_FDR_frozen20_LOPE","direction_agrees_EOPE","direction_agrees_LOPE","classification","record_type","constituent_gene_set_n","direction_agree_both_n","direction_agree_both_proportion","any_constituent_fdr05","corrected_module_status","constituent_pathways","source_url"
"HOFBAUER",,"PROGRAM_MODULE_03","HOFBAUER_INTERFERON_RESPONSE_HALLMARKS","UP_IN_PE_PROGRAM",,,,,,,,,,"PROGRAM_MODULE",2,2,1,"YES","CORRECTED_ADMATI_SUPPORT","HALLMARK::HALLMARK_INTERFERON_ALPHA_RESPONSE;HALLMARK::HALLMARK_INTERFERON_GAMMA_RESPONSE","results/02_phase2a1/shared_program_modules.csv|config/phase2a2_analysis.json"
"HOFBAUER","REACTOME::REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES","PROGRAM_MODULE_04","HOFBAUER_IFN_STIMULATED_HOST_RESPONSE","UP_IN_PE_PROGRAM","REACTOME","REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES","UP_IN_PE_PROGRAM","UP_IN_PE_PROGRAM",3.01415655726216e-05,2.12278751201655e-05,"YES","YES","CORRECTED_SHARED_SUPPORT","ORIGINAL_GENE_SET",,,,"","CONSTITUENT","","results/02_phase2a1/shared_program_modules.csv|results/02_phase2a/programs/shared_pe_programs.csv"
"HOFBAUER",,"PROGRAM_MODULE_04","HOFBAUER_IFN_STIMULATED_HOST_RESPONSE","UP_IN_PE_PROGRAM",,,,,,,,,,"PROGRAM_MODULE",1,1,1,"YES","CORRECTED_ADMATI_SUPPORT","REACTOME::REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES","results/02_phase2a1/shared_program_modules.csv|config/phase2a2_analysis.json"
"MACROPHAGE","REACTOME::REACTOME_INTERFERON_ALPHA_BETA_SIGNALING","PROGRAM_MODULE_05","MACROPHAGE_INTERFERON_ALPHA_BETA_SIGNALING","UP_IN_PE_PROGRAM","REACTOME","REACTOME_INTERFERON_ALPHA_BETA_SIGNALING","UP_IN_PE_PROGRAM","UP_IN_PE_PROGRAM",0.000268447410625778,0.000132146869581159,"YES","YES","CORRECTED_SHARED_SUPPORT","ORIGINAL_GENE_SET",,,,"","CONSTITUENT","","results/02_phase2a1/shared_program_modules.csv|results/02_phase2a/programs/shared_pe_programs.csv"
"MACROPHAGE",,"PROGRAM_MODULE_05","MACROPHAGE_INTERFERON_ALPHA_BETA_SIGNALING","UP_IN_PE_PROGRAM",,,,,,,,,,"PROGRAM_MODULE",1,1,1,"YES","CORRECTED_ADMATI_SUPPORT","REACTOME::REACTOME_INTERFERON_ALPHA_BETA_SIGNALING","results/02_phase2a1/shared_program_modules.csv|config/phase2a2_analysis.json"
"PLACENTAL_STROMAL","HALLMARK::HALLMARK_INTERFERON_ALPHA_RESPONSE","PROGRAM_MODULE_06","PLACENTAL_STROMAL_INTERFERON_ALPHA_RESPONSE","UP_IN_PE_PROGRAM","HALLMARK","HALLMARK_INTERFERON_ALPHA_RESPONSE","UP_IN_PE_PROGRAM","UP_IN_PE_PROGRAM",2.0962151984901e-05,6.26059808412881e-05,"YES","YES","CORRECTED_SHARED_SUPPORT","ORIGINAL_GENE_SET",,,,"","CONSTITUENT","","results/02_phase2a1/shared_program_modules.csv|results/02_phase2a/programs/shared_pe_programs.csv"
"PLACENTAL_STROMAL",,"PROGRAM_MODULE_06","PLACENTAL_STROMAL_INTERFERON_ALPHA_RESPONSE","UP_IN_PE_PROGRAM",,,,,,,,,,"PROGRAM_MODULE",1,1,1,"YES","CORRECTED_ADMATI_SUPPORT","HALLMARK::HALLMARK_INTERFERON_ALPHA_RESPONSE","results/02_phase2a1/shared_program_modules.csv|config/phase2a2_analysis.json"
"PLACENTAL_STROMAL","REACTOME::REACTOME_INTERFERON_ALPHA_BETA_SIGNALING","PROGRAM_MODULE_07","PLACENTAL_STROMAL_INTERFERON_ALPHA_BETA_SIGNALING","UP_IN_PE_PROGRAM","REACTOME","REACTOME_INTERFERON_ALPHA_BETA_SIGNALING","UP_IN_PE_PROGRAM","UP_IN_PE_PROGRAM",7.32521712009478e-06,0.000379713442082726,"YES","YES","CORRECTED_SHARED_SUPPORT","ORIGINAL_GENE_SET",,,,"","CONSTITUENT","","results/02_phase2a1/shared_program_modules.csv|results/02_phase2a/programs/shared_pe_programs.csv"
"PLACENTAL_STROMAL",,"PROGRAM_MODULE_07","PLACENTAL_STROMAL_INTERFERON_ALPHA_BETA_SIGNALING","UP_IN_PE_PROGRAM",,,,,,,,,,"PROGRAM_MODULE",1,1,1,"YES","CORRECTED_ADMATI_SUPPORT","REACTOME::REACTOME_INTERFERON_ALPHA_BETA_SIGNALING","results/02_phase2a1/shared_program_modules.csv|config/phase2a2_analysis.json"
"PLACENTAL_STROMAL","REACTOME::REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES","PROGRAM_MODULE_08","PLACENTAL_STROMAL_IFN_STIMULATED_HOST_RESPONSE","UP_IN_PE_PROGRAM","REACTOME","REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES","UP_IN_PE_PROGRAM","UP_IN_PE_PROGRAM",3.98961717039561e-05,5.25631537614533e-05,"YES","YES","CORRECTED_SHARED_SUPPORT","ORIGINAL_GENE_SET",,,,"","CONSTITUENT","","results/02_phase2a1/shared_program_modules.csv|results/02_phase2a/programs/shared_pe_programs.csv"
"PLACENTAL_STROMAL",,"PROGRAM_MODULE_08","PLACENTAL_STROMAL_IFN_STIMULATED_HOST_RESPONSE","UP_IN_PE_PROGRAM",,,,,,,,,,"PROGRAM_MODULE",1,1,1,"YES","CORRECTED_ADMATI_SUPPORT","REACTOME::REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES","results/02_phase2a1/shared_program_modules.csv|config/phase2a2_analysis.json"
"SCT","GOBP::GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT","PROGRAM_MODULE_09","SCT_MITOCHONDRIAL_RESPIRATION_CORE","DOWN_IN_PE_PROGRAM","GOBP","GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT","DOWN_IN_PE_PROGRAM","DOWN_IN_PE_PROGRAM",0.000198160481648752,1.84147361115586e-07,"YES","YES","CORRECTED_SHARED_SUPPORT","ORIGINAL_GENE_SET",,,,"","CONSTITUENT","","results/02_phase2a1/shared_program_modules.csv|results/02_phase2a/programs/shared_pe_programs.csv"
"SCT","GOBP::GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE","PROGRAM_MODULE_09","SCT_MITOCHONDRIAL_RESPIRATION_CORE","DOWN_IN_PE_PROGRAM","GOBP","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE","DOWN_IN_PE_PROGRAM","DOWN_IN_PE_PROGRAM",0.000469137790835807,1.97637821540699e-05,"YES","YES","CORRECTED_SHARED_SUPPORT","ORIGINAL_GENE_SET",,,,"","CONSTITUENT","","results/02_phase2a1/shared_program_modules.csv|results/02_phase2a/programs/shared_pe_programs.csv"
"SCT","GOBP::GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS","PROGRAM_MODULE_09","SCT_MITOCHONDRIAL_RESPIRATION_CORE","DOWN_IN_PE_PROGRAM","GOBP","GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS","DOWN_IN_PE_PROGRAM","DOWN_IN_PE_PROGRAM",0.000576195716961015,8.96925299137595e-05,"YES","YES","CORRECTED_SHARED_SUPPORT","ORIGINAL_GENE_SET",,,,"","CONSTITUENT","","results/02_phase2a1/shared_program_modules.csv|results/02_phase2a/programs/shared_pe_programs.csv"
"SCT","REACTOME::REACTOME_COMPLEX_I_BIOGENESIS","PROGRAM_MODULE_09","SCT_MITOCHONDRIAL_RESPIRATION_CORE","DOWN_IN_PE_PROGRAM","REACTOME","REACTOME_COMPLEX_I_BIOGENESIS","DOWN_IN_PE_PROGRAM","DOWN_IN_PE_PROGRAM",0.00056119016633057,8.23404315204886e-05,"YES","YES","CORRECTED_SHARED_SUPPORT","ORIGINAL_GENE_SET",,,,"","CONSTITUENT","","results/02_phase2a1/shared_program_modules.csv|results/02_phase2a/programs/shared_pe_programs.csv"
"SCT",,"PROGRAM_MODULE_09","SCT_MITOCHONDRIAL_RESPIRATION_CORE","DOWN_IN_PE_PROGRAM",,,,,,,,,,"PROGRAM_MODULE",4,4,1,"YES","CORRECTED_ADMATI_SUPPORT","GOBP::GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT;GOBP::GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE;GOBP::GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS;REACTOME::REACTOME_COMPLEX_I_BIOGENESIS","results/02_phase2a1/shared_program_modules.csv|config/phase2a2_analysis.json"
"SCT","HALLMARK::HALLMARK_OXIDATIVE_PHOSPHORYLATION","PROGRAM_MODULE_10","SCT_OXIDATIVE_PHOSPHORYLATION_HALLMARK","DOWN_IN_PE_PROGRAM","HALLMARK","HALLMARK_OXIDATIVE_PHOSPHORYLATION","DOWN_IN_PE_PROGRAM","DOWN_IN_PE_PROGRAM",0.00282671829031004,5.25631537614533e-05,"YES","YES","CORRECTED_SHARED_SUPPORT","ORIGINAL_GENE_SET",,,,"","CONSTITUENT","","results/02_phase2a1/shared_program_modules.csv|results/02_phase2a/programs/shared_pe_programs.csv"
"SCT",,"PROGRAM_MODULE_10","SCT_OXIDATIVE_PHOSPHORYLATION_HALLMARK","DOWN_IN_PE_PROGRAM",,,,,,,,,,"PROGRAM_MODULE",1,1,1,"YES","CORRECTED_ADMATI_SUPPORT","HALLMARK::HALLMARK_OXIDATIVE_PHOSPHORYLATION","results/02_phase2a1/shared_program_modules.csv|config/phase2a2_analysis.json"
"SCT","REACTOME::REACTOME_ORC1_REMOVAL_FROM_CHROMATIN","PROGRAM_MODULE_11","SCT_REPLICATION_ORIGIN_TRANSITION","DOWN_IN_PE_PROGRAM","REACTOME","REACTOME_ORC1_REMOVAL_FROM_CHROMATIN","DOWN_IN_PE_PROGRAM","DOWN_IN_PE_PROGRAM",0.00056119016633057,5.09477196619247e-08,"YES","YES","CORRECTED_SHARED_SUPPORT","ORIGINAL_GENE_SET",,,,"","CONSTITUENT","","results/02_phase2a1/shared_program_modules.csv|results/02_phase2a/programs/shared_pe_programs.csv"
"SCT","REACTOME::REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE","PROGRAM_MODULE_11","SCT_REPLICATION_ORIGIN_TRANSITION","DOWN_IN_PE_PROGRAM","REACTOME","REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE","DOWN_IN_PE_PROGRAM","DOWN_IN_PE_PROGRAM",0.00229911854423069,7.90897957042483e-07,"YES","YES","CORRECTED_SHARED_SUPPORT","ORIGINAL_GENE_SET",,,,"","CONSTITUENT","","results/02_phase2a1/shared_program_modules.csv|results/02_phase2a/programs/shared_pe_programs.csv"
"SCT",,"PROGRAM_MODULE_11","SCT_REPLICATION_ORIGIN_TRANSITION","DOWN_IN_PE_PROGRAM",,,,,,,,,,"PROGRAM_MODULE",2,2,1,"YES","CORRECTED_ADMATI_SUPPORT","REACTOME::REACTOME_ORC1_REMOVAL_FROM_CHROMATIN;REACTOME::REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE","results/02_phase2a1/shared_program_modules.csv|config/phase2a2_analysis.json"
