"gene","gene_measured","donor1_effect","donor2_effect","donor2_p2_effect","donor2_p5_effect","median_donor_effect","absolute_median_donor_effect","retained_after_stimulation_all_strata","licensing_classification","classification_rule","source_url"
"ADAM17","YES",0.456148908212586,0.314865628322489,0.5344417982875,0.0952894583574785,0.385507268267538,0.385507268267538,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADAM2","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADAM20","YES",-0.785634159884842,-0.470692114578338,-1.05427018361633,0.112885954459652,-0.62816313723159,0.62816313723159,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADAM21","YES",0.00603649583691562,-0.393970027416466,-0.787940054832932,0,-0.193966765789775,0.200003261626691,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADAM23","YES",-2.29864956491495,-1.27992915211735,-1.35589352740817,-1.20396477682652,-1.78928935851615,1.78928935851615,"YES","LICENSING_CONSISTENT_DOWN","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADAM28","YES",5.06251293400625,1.56199698745727,2.4472242045292,0.676769770385346,3.31225496073176,3.31225496073176,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADAM29","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADAM7","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADAM9","YES",-0.732353911720597,-0.284109666360001,-0.443651066043813,-0.124568266676189,-0.508231789040299,0.508231789040299,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADAMTS3","YES",-0.298676135146208,0.303180997049209,-0.201308945238828,0.807670939337246,0.00225243095150052,0.300928566097708,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADCYAP1","YES",0,0.11262197339809,0.225243946796179,0,0.0563109866990448,0.0563109866990448,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADGRB1","YES",-0.000255330332106226,-0.0101469832775985,-0.00666149408795631,-0.0136324724672408,-0.00520115680485238,0.00520115680485238,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADGRE5","YES",-0.748540224692607,1.0275568054379,0.605628599575829,1.44948501129998,0.139508290372648,0.888048515065255,"YES","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADGRF5","YES",0.00603649583691562,0.00334599676899272,9.43089122314274e-05,0.00659768462575402,0.00469124630295417,0.00469124630295417,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADIPOQ","YES",-0.00325790235559136,-0.164448022055921,0.00131205709462647,-0.330208101206468,-0.0838529622057562,0.0838529622057562,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADM","YES",-0.592081548217246,0.815511531630756,0.171089609949571,1.45993345331194,0.111714991706755,0.703796539924001,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ADM2","YES",-0.145482072019944,-0.447849544687636,-1.41284451339145,0.517145424016181,-0.29666580835379,0.29666580835379,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"AGRN","YES",0.448558015955936,0.950547909282677,0.979719485195766,0.921376333369589,0.699552962619307,0.699552962619307,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"AGRP","YES",0,0.00337790150009381,0.00675580300018761,0,0.0016889507500469,0.0016889507500469,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"AGT","YES",0,-0.00333074704397815,-0.00666149408795631,0,-0.00166537352198908,0.00166537352198908,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"AHSG","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"AIMP1","YES",0.179449301136868,0.137061220587155,0.196366515884612,0.077755925289698,0.158255260862012,0.158255260862012,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ALB","YES",0,0.0841193338262546,-0.00666149408795631,0.174900161740465,0.0420596669131273,0.0420596669131273,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ALCAM","YES",0.0728908036673118,-0.0815708912131699,0.190635457479491,-0.35377723990583,-0.00434004377292903,0.0772308474402409,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ALKAL1","NO",,,,,,,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ALKAL2","NO",,,,,,,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ALOX5AP","YES",-0.0313093320425103,-0.912197224224714,-1.93475206560656,0.110357617157132,-0.471753278133612,0.471753278133612,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"AMBN","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"AMELX","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"AMELY","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"AMH","YES",0.0120478390946361,0,0,0,0.00602391954731805,0.00602391954731805,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANG","YES",-0.118292783923433,0.385337405683876,0.198221286595928,0.572453524771825,0.133522310880221,0.251815094803655,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANGPT1","YES",-0.75618982030436,0.206371775241063,0.604714935271153,-0.191971384789026,-0.274909022531648,0.481280797772712,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANGPT2","YES",0.857496365688252,0.0467454622440446,0.261522305380629,-0.168031380892539,0.452120913966148,0.452120913966148,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANGPT4","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANGPTL1","YES",1.31085707541814,3.6962522045967,2.88163348930102,4.51087091989238,2.50355464000742,2.50355464000742,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANGPTL2","YES",-1.05478115705699,0.227098061401157,-0.541648044651061,0.995844167453375,-0.413841547827916,0.640939609229073,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANGPTL3","YES",-2.61373343609769,0.641292627060329,0.898543161320695,0.384042092799963,-0.986220404518681,1.62751303157901,"NO","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANGPTL4","YES",2.73028881432663,1.42915423423933,-0.462248169400812,3.32055663787947,2.07972152428298,2.07972152428298,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANGPTL5","YES",0,-0.117217745258204,-0.241166129431964,0.00673063891555701,-0.0586088726291018,0.0586088726291018,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANGPTL6","YES",-0.715885232894246,0.00677153760586009,0.0135430752117202,0,-0.354556847644193,0.361328385250053,"NO","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANGPTL7","YES",-0.0568964185882515,-0.0392397867335832,0.251084416454094,-0.329563989921261,-0.0480681026609174,0.0480681026609174,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANOS1","YES",-0.266225968862091,-1.09378767918034,-1.96877838752885,-0.218796970831837,-0.680006824021218,0.680006824021218,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANPEP","YES",1.24528165046885,0.604499731027313,-0.117164595833582,1.32616405788821,0.924890690748082,0.924890690748082,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANTXR1","YES",0.0740606509044258,0.203261426716963,-0.396644518480639,0.803167371914565,0.138661038810694,0.138661038810694,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANXA1","YES",-1.05330065759579,-0.53260973497042,-0.931108538141673,-0.134110931799166,-0.792955196283106,0.792955196283106,"YES","LICENSING_CONSISTENT_DOWN","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ANXA2","YES",-0.465423864785498,-0.375604435040576,-0.268469501688552,-0.482739368392599,-0.420514149913037,0.420514149913037,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"APELA","YES",-0.037903437012718,-0.070938701984464,-0.0456942863071151,-0.096183117661813,-0.054421069498591,0.054421069498591,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"APLN","YES",-0.143911163287411,-0.342997946393348,0,-0.685995892786695,-0.243454554840379,0.243454554840379,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"APOA1","YES",-0.0167829193876042,1.23539294478114,2.3182723545596,0.152513535002673,0.609305012696767,0.626087932084372,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"APOA2","YES",-0.109256688230606,0,0,0,-0.054628344115303,0.054628344115303,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"APOA4","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"APOA5","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"APOB","YES",0.00603649583691562,-0.0525736076231457,0.00681862346491724,-0.111965838711209,-0.0232685558931151,0.0293050517300307,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"APOC1","YES",-0.576828163144373,-0.277535415387224,-0.217180166585451,-0.337890664188997,-0.427181789265799,0.427181789265799,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"APOC2","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"APOC3","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"APOC4","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"APOD","YES",-0.290312273910604,-0.0967094129362348,-0.19341882587247,0,-0.193510843423419,0.193510843423419,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"APOE","YES",0,0.106840354130604,0.206950069345652,0.00673063891555701,0.0534201770653021,0.0534201770653021,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"APOO","YES",-0.481852950732597,0.198580049683905,0.523257597237432,-0.126097497869622,-0.141636450524346,0.340216500208251,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"APP","YES",-0.00606792041885876,0.181574279310264,0.134894242208052,0.228254316412476,0.0877531794457028,0.0938210998645616,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"AREG","YES",0.0350428733430633,-0.00341616917788391,0,-0.00683233835576781,0.0158133520825897,0.0192295212604736,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ARF1","YES",0.528128661308345,0.617322654434138,0.0562468524793689,1.17839845638891,0.572725657871241,0.572725657871241,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ARMH4","NO",,,,,,,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ARTN","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ASIP","YES",0,0.256667763376506,0.135625078082867,0.377710448670145,0.128333881688253,0.128333881688253,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ATP1B1","YES",0.0770289178420312,-0.257150002306734,-0.582547742604046,0.0682477379905782,-0.0900605422323513,0.167089460074383,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"AVP","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"AZGP1","YES",0.104971342930059,0,0,0,0.0524856714650294,0.0524856714650294,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"B2M","YES",2.48487014412217,2.01063742488328,2.08771330456326,1.9335615452033,2.24775378450272,2.24775378450272,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BACE1","YES",-0.689539865955539,-0.112457576162013,-0.34663513034461,0.121719978020585,-0.400998721058776,0.400998721058776,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BACE2","YES",-0.291219399746392,0.118158149321807,0.151491067945686,0.0848252306979275,-0.0865306252122925,0.204688774534099,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BCAN","YES",0,-0.101794900941103,-0.428054949327187,0.22446514744498,-0.0508974504705517,0.0508974504705517,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BDNF","YES",-1.45673131889288,-0.253068648798393,-0.245733573894142,-0.260403723702643,-0.854899983845635,0.854899983845635,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BGN","YES",0.215507448342856,-0.742182469563274,-0.912930629400623,-0.571434309725924,-0.263337510610209,0.478844958953065,"YES","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BMP1","YES",-1.25339371074852,0.65550360053071,-0.107926734586905,1.41893393564832,-0.298945055108907,0.954448655639617,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BMP10","YES",0,-0.0102003522501456,0,-0.0204007045002911,-0.00510017612507278,0.00510017612507278,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BMP15","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BMP2","YES",1.29677643638963,1.53758486371003,0.0627009604249194,3.01246876699513,1.41718065004983,1.41718065004983,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BMP3","YES",-0.296249183861574,-0.452664656738013,1.4030988906145,-2.30842820409053,-0.374456920299793,0.374456920299793,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BMP4","YES",-2.23857968334863,-1.51363136921381,-0.42682993214912,-2.6004328062785,-1.87610552628122,1.87610552628122,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BMP5","YES",-0.00629182616902173,0,0,0,-0.00314591308451086,0.00314591308451086,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BMP6","YES",-0.0187937530534137,-0.479038200137295,-2.18724821900255,1.22917181872796,-0.248915976595354,0.248915976595354,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BMP7","YES",0.035589784079724,0.0282099063489953,0.164996113980039,-0.108576301282048,0.0318998452143596,0.0318998452143596,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BMP8A","YES",0.138886791926116,-0.767220327409616,-0.502965375008154,-1.03147527981108,-0.31416676774175,0.453053559667866,"NO","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BMP8B","YES",-0.236166332104989,-0.0735470818514674,-0.13176290498379,-0.0153312587191448,-0.154856706978228,0.154856706978228,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"BOC","YES",0.172550495637459,1.5658085804627,1.58932186783191,1.5422952930935,0.869179538050081,0.869179538050081,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
